"vowel","start","end","word","wstart","wend"
"UW1",0.404,0.574,"WHO'D",0.264,1.174
"EH1",1.663,1.804,"BEN",1.584,1.984
"EH1",2.914,3.034,"BEN",2.844,3.414
"UW1",3.814,3.964,"WHO'D",3.664,4.134
"UW1",5.104,5.254,"WHO'D",4.954,5.314
"AO1",5.624,5.854,"HAW'D",5.444,6.064
"OW1",6.614,6.874,"BODE",6.514,6.984
"AO1",7.384,7.664,"BAWN",7.344,7.884
"AO1",8.494,8.724,"BAWN",8.394,9.293
"UH1",9.574,9.754,"HOOD",9.453,9.904
"EH1",10.494,10.623,"HEAD",10.354,10.773
"AH1",11.224,11.383,"HUD",11.123,11.574
"AH1",12.264,12.424,"HUD",12.144,12.594
"ER1",13.344,13.604,"HEARD",13.203,13.644
"ER1",14.283,14.584,"HEARD",14.254,14.623
"IH1",15.074,15.203,"HID",14.934,15.363
"IH1",15.994,16.144,"HID",15.863,16.303
"AE1",16.644,16.964,"BAD",16.623,17.034
"AE1",17.604,17.924,"BAD",17.564,18.204
"OW1",18.663,18.954,"BODE",18.634,19.003
"OW1",19.774,20.014,"BODE",19.663,20.064
"UH1",20.753,20.894,"STOOD",20.544,21.134
"AO1",21.474,21.744,"BOD",21.434,21.904
"AO1",23.474,23.714,"BOD",23.413,23.774
"OW1",24.184,24.444,"BONE",24.073,24.544
"OW1",25.084,25.304,"BONE",24.983,25.404
"ER1",25.904,26.144,"BIRD",25.404,26.524
"UW1",26.724,27.044,"BOON",26.663,27.093
"UW1",27.624,27.814,"BOON",27.494,27.934
"UH1",28.354,28.524,"HOOD",28.214,28.593
"UH1",29.304,29.444,"HOOD",29.214,29.514
"EH1",29.894,30.044,"HEAD",29.774,30.163
"EH1",30.884,31.024,"HEAD",30.794,31.093
"IY1",31.503,31.774,"BEAD",31.454,31.814
"IY1",32.384,32.744,"BEAD",32.294,32.784
"UH1",33.404,33.554,"STOOD",33.144,33.604
"UH1",34.304,34.474,"STOOD",34.034,34.664
"AE1",35.184,35.384,"HAD",35.064,35.514
"EH1",35.694,35.904,"BED",35.674,35.954
"EH1",36.624,36.814,"BED",36.504,37.074
"AE1",37.474,37.774,"BAD",37.454,37.924
"EY1",38.324,38.524,"HEY'D",38.194,38.674
"IH1",39.194,39.414,"BID",39.144,39.654
"IH1",40.084,40.254,"BIN",40.064,40.414
"IH1",40.944,41.114,"BIN",40.864,41.274
"IY1",41.714,41.884,"HEED",41.614,42.004
"AE1",42.384,42.604,"HAD",42.234,42.674
"AE1",43.364,43.574,"HAD",43.274,43.624
"UW1",44.124,44.344,"BOO'D",44.064,44.514
"IH1",44.934,45.104,"BID",44.844,45.314
"IH1",45.904,46.114,"BID",45.814,46.184
"EY1",46.534,46.814,"BAY'D",46.504,46.884
"EY1",47.604,47.824,"BAY'D",47.514,47.904
"IY1",48.264,48.494,"BEAN",48.214,48.694
"IY1",49.264,49.484,"BEAN",49.124,49.604
"ER1",50.234,50.454,"HEARD",50.114,50.584
"AH1",51.224,51.344,"HUD",51.174,51.504
"AH1",51.914,52.094,"BUN",51.874,52.284
"AH1",53.044,53.194,"BUN",52.944,53.364
"OW1",53.834,54.094,"HOED",53.744,54.264
"IH1",54.514,54.674,"HID",54.394,54.834
"AH1",55.214,55.444,"BUD",55.194,55.604
"AH1",56.164,56.384,"BUD",56.084,56.534
"UW1",56.994,57.254,"BOO'D",56.834,57.304
"UW1",58.014,58.214,"BOO'D",57.854,58.314
"ER1",58.694,58.944,"BIRD",58.644,58.994
"ER1",59.674,59.924,"BIRD",59.584,60.044
"EY1",60.504,60.754,"BANE",60.484,60.954
"EY1",61.424,61.644,"BANE",61.324,61.774
"EY1",62.124,62.344,"BAY'D",62.064,62.404
"OW1",62.954,63.194,"HOED",62.884,63.334
"OW1",63.884,64.094,"HOED",63.794,64.204
"EH1",64.734,64.914,"BED",64.714,65.044
"EY1",65.604,65.834,"HEY'D",65.474,65.914
"EY1",66.694,66.904,"HEY'D",66.604,66.994
"IY1",67.454,67.714,"BEAD",67.404,67.844
"AH1",68.264,68.494,"BUD",68.244,68.634
"AO1",69.144,69.394,"HAW'D",68.944,69.474
"AO1",70.124,70.344,"HAW'D",70.044,70.464
"AO1",70.914,71.144,"BOD",70.854,71.244
"IY1",71.904,72.084,"HEED",71.634,72.204
"IY1",72.834,73.014,"HEED",72.694,73.094
"AE1",73.374,73.634,"BAN",73.354,73.764
"AE1",74.354,74.594,"BAN",74.264,74.754
"ER1",75.194,75.514,"BURN",75.174,75.704
"ER1",76.194,76.434,"BURN",76.074,76.564
