"vowel","start","end","word","wstart","wend"
"AH1",0.355365740302991,0.494139217220239,"BUD",0.3342375984886,0.584
"AH1",1.354,1.504,"BUD",1.263,1.754
"AE1",2.39622212430217,2.5689151902522,"HAD",2.274,2.674
"AE1",3.334,3.504,"HAD",3.21351645074385,3.574
"AO1",4.19618032842551,4.414,"BOD",4.17442254925305,4.584
"AO1",5.03249496536695,5.204,"BOD",4.9971385742117,5.27183053626402
"AO1",5.89690052970333,6.084,"BAWN",5.85610469375497,6.224
"AO1",6.82296600573118,6.984,"BAWN",6.78353003098109,7.124
"ER1",7.724,7.924,"BIRD",7.69289044053191,8.064
"ER1",8.593,8.774,"BIRD",8.56320160743033,8.934
"UH1",9.52325402332651,9.673,"STOOD",9.284,9.854
"UH1",10.514,10.644,"STOOD",10.343,10.7770910970119
"ER1",11.333,11.524,"BIRD",11.284,11.624
"EY1",12.224,12.4034953471114,"HEY'D",12.114,12.554
"EY1",13.104,13.2452494288459,"HEY'D",13.034,13.4097926338377
"UH1",13.8635598913381,13.993,"HOOD",13.804,14.144
"UH1",14.714,14.854,"HOOD",14.644,14.954
"UW1",15.374,15.544,"BOON",15.2795923265915,15.714
"UW1",16.1988040652247,16.363,"BOON",16.1695670494617,16.474
"EH1",16.8071584901867,16.9513037772043,"BEN",16.7813211274194,17.184
"EH1",17.7373086970307,17.854,"BEN",17.7135111260608,17.974
"ER1",18.264,18.458680478361,"HEARD",18.1813033782687,18.604
"ER1",19.273,19.434,"HEARD",19.203,19.633
"IY1",19.9810751938388,20.174,"BEAD",19.9599973452655,20.344
"EY1",20.8076476470312,21.0170662715661,"BAY'D",20.7858898678587,21.113
"EY1",21.7398376456725,21.934,"BAY'D",21.7106006299095,22.113
"ER1",22.5876765184428,22.804,"HEARD",22.523,22.953
"UW1",23.5769460655708,23.7544079519461,"BOO'D",23.5529746609063,23.904
"UW1",24.426859314495,24.6347147695172,"BOO'D",24.4064613965208,24.824
"IH1",25.254,25.374,"HID",25.1456852071233,25.5703441527322
"AE1",26.0911709916729,26.324,"BAN",26.0714530042979,26.383
"AE1",26.9522710659947,27.164,"BAN",26.92439391143,27.293
"AH1",28.094,28.234,"HUD",27.984,28.383
"AH1",28.904,29.0329434798115,"HUD",28.804,29.157370779454
"IY1",29.899542577551,30.0804041169221,"BEAD",29.8709854923872,30.174
"IY1",30.7911054267174,30.9692472436919,"BEAD",30.7659479945492,31.0712368335628
"AO1",31.707939963122,31.8820488516831,"HAW'D",31.564,31.994
"AO1",32.614,32.791526182789,"HAW'D",32.5127546371419,32.914
"ER1",33.214,33.4287949878772,"BURN",33.1867396945836,33.554
"ER1",34.135267874651,34.294,"BURN",34.1073907200863,34.394
"UH1",35.104,35.274,"STOOD",34.874,35.474
"AH1",35.9841435327858,36.144,"BUD",35.9569463088202,36.244
"OW1",36.974,37.1736103549141,"BONE",36.9410740900084,37.2701604999919
"OW1",37.844,37.9949517813646,"BONE",37.8127303807952,38.124
"AH1",38.4450511381694,38.589196425187,"BUN",38.4246532201953,38.734
"AH1",39.3250750141971,39.424,"BUN",39.295158067835,39.564
"UH1",39.884,40.044,"HOOD",39.834,40.174
"AE1",40.8241238242063,41.014,"HAD",40.714,41.104
"AO1",41.8620058543044,42.034,"HAW'D",41.7681754316231,42.234
"EH1",42.9603818606792,43.144,"BED",42.9372642203084,43.254
"EY1",43.7112189228704,43.944,"BAY'D",43.6894611436979,44.024
"IY1",44.6368925195792,44.7953163491787,"HEED",44.5165448035316,44.933342260804
"IY1",45.584,45.734,"HEED",45.461162123962,45.814
"IH1",46.4927560921945,46.641660893406,"BID",46.4743979660177,46.7552093034623
"IH1",47.4038483577313,47.5418742693566,"BID",47.3732514807701,47.724
"IY1",48.314,48.4820547112298,"HEED",48.214,48.624
"EH1",49.3653840772721,49.5190483926776,"BED",49.3463460204962,49.674
"EH1",50.1617764896056,50.3113612214162,"BED",50.1352591962391,50.378674350731
"UW1",50.714,50.914,"BOO'D",50.6812434673481,51.074
"AE1",51.6732327368726,51.8840112226058,"BAD",51.6473953741053,51.954
"AH1",52.634,52.794,"HUD",52.5351814657514,52.874
"IH1",53.5045790763409,53.6371655431731,"HID",53.4195877514485,53.8683419468805
"IH1",54.434,54.564,"HID",54.2975122570542,54.6478701963523
"IY1",55.2349928235776,55.424,"BEAN",55.1143025873619,55.554
"IY1",56.1571128556118,56.314,"BEAN",56.1312754928445,56.434
"UW1",56.7880390924622,56.958021742247,"WHO'D",56.7182294335964,57.114
"UW1",57.714,57.874,"WHO'D",57.6211676416804,58.044
"AO1",58.4078326075748,58.6464882478727,"BOD",58.3826751754066,58.8142624193868
"OW1",59.5658271275345,59.7677665154789,"BODE",59.5434361104289,59.854
"OW1",60.4157921788615,60.6190914280042,"BODE",60.3879150242968,60.854
"UW1",61.5685427486362,61.7507641492056,"HOED",61.454,61.884
"UW1",62.3654265580489,62.5252102488466,"HOED",62.2743158577642,62.634
"EY1",63.2958994380141,63.474,"BANE",63.1979894317381,63.574
"EY1",64.0587866799853,64.204,"BANE",64.0281846932872,64.334
"EY1",64.964,65.164,"HEY'D",64.854,65.264
"IH1",65.876023163345,66.0453258825307,"BID",65.8535854535734,66.104
"UW1",66.8647616193005,67.0551421870596,"WHO'D",66.8001682123823,67.1927432788029
"UW1",67.7937206514195,67.9446652444285,"HOED",67.7318469668979,68.0671868543903
"IY1",69.0531908163178,69.1729713209703,"HEAD",68.924,69.2034836284957
"IY1",69.8194976524232,69.964,"HEAD",69.7168286484353,70.024
"IH1",70.488973038451,70.614,"BIN",70.3694126124169,70.804
"IH1",71.2895080649404,71.354,"BIN",71.2622170981282,71.484
"OW1",71.904,72.097059559691,"BODE",71.8644365568637,72.374
"EH1",72.824,72.984,"HEAD",72.734,73.174
"AE1",73.642546758639,73.864,"BAD",73.6139562219787,73.954
"AE1",74.479469740878,74.6536121005364,"BAD",74.393698130897,74.734
